origin,destination,distance_km,state,route_description,updated_on,approval_no
GURGAON,I B VALLY TPS,1338,Odisha,"AGRA, ALLAHAB,VARAN, AMBIKAPUR",2017-02-14,
GURGAON,JHAJJAR,75,,,2014-03-31,
GURGAON,JHAJJHAR,40,,,2014-03-31,
GURGAON,KAHALGAON,1175,,,2014-03-31,A023
GURGAON,KALPAKKAM,2140,,DELHI-CHENNAI,2014-03-31,
GURGAON,KHAPERKHEDA,1041,,DELHI-NAGPUR,2014-03-31,
GURGAON,KODARMA,1051,,DELHI-VARANASI,2014-03-31,
GURGAON,KORBA,1049,,,2014-03-31,A027
GURGAON,KOTA,459,,,2014-03-31,
GURGAON,KOTHAGUDAN,1600,,DELHI,2014-03-31,
GURGAON,MAITHON,1231,,,2014-03-31,
GURGAON,MANUGURU,1576,Telangana,"AGRA,SAGAR,",2019-07-29,
GURGAON,MARWA,1077,,KORBA,2014-03-31,
GURGAON,MAUDA,1049,,DELHI-NAGPUR,2014-03-31,
GURGAON,MEJIA,1289,Wb,,2014-03-31,A-14
GURGAON,N CHENNAI TPS,2159,Tamil Nadu,AG-GWLR-NGPR-HYD,2022-12-16,
GURGAON,NEYVELI TPS,2394,Tamil Nadu,"AGRA, GWALI, NAGP,NELLO,CHENNA",2017-02-14,
GURGAON,NORTH KARANPURA,1139,Jharkhand,"AGRA, KNP, ALLAHABAD, AURANGAB",2017-09-25,
GURGAON,NSPCL ROURKELA,1378,Odisha,DELHI AGRA KANPUR RENUKOOT AMBIKAPUR SUNDERGARH ROURKELA,2018-06-29,
GURGAON,PARAS,1106,,,2014-03-31,A022
GURGAON,PARICHHA,414,,,2014-03-31,A022
GURGAON,PARLI,1376,,,2014-03-31,
GURGAON,RAICHUR,1628,Karnatak,,2014-03-31,A-02
GURGAON,RAIGARH,1263,,RAIGARH JINDAL STPP,2014-03-31,A027
GURGAON,RAMAGUNDAM,1361,,,2014-03-31,A21
GURGAON,RANCHI,1135,,,2014-03-31,
GURGAON,RAYALSEEMA,1846,,,2014-03-31,
GURGAON,REWADI,40,,,2014-03-31,A08
GURGAON,RIHAND DAM,955,,,2014-03-31,A-15
GURGAON,SANTALDIH,1238,,,2014-03-31,A022
GURGAON,SIMHADRI,1841,,,2014-03-31,
GURGAON,SIPAT,1064,,,2014-03-31,A022
GURGAON,SRI SINGA JI,920,,,2014-03-31,
GURGAON,SURATGARH,352,,,2014-03-31,
GURGAON,TALCHER,1511,,,2014-03-31,
GURGAON,TARAPUR,1329,,,2014-03-31,a 10
GURGAON,TUTICORIN,2733,Tamil Nadu,"GURUGRAM,MATHURA,JHANSI,SAGAR,NARSINGHPUR,NAGPUR,HYDRABAD,BANGALURU,MADURAI,THOOTHUKUDI(TUTICORIN)",2018-12-28,
GURGAON,UKAI,1185,,,2014-03-31,
GURGAON,UNCHAHAR,527,,modified,2014-03-31,
GURGAON,VELLUR,2117,,DELHI-CHENNAI-ENNUR,2014-03-31,
GURGAON,VIJAYAWADA,1692,,,2014-03-31,
GURGAON,VINDHYANAGAR,925,,,2014-03-31,
GURGAON,VISHAKAPATTANAM,1713,,DELHI,2014-03-31,
GURGAON,WANAKBORI,884,Gujarat,JAIPUR-SHAHPURA-BHILWARA-UDAIP,2017-06-19,
GUWAHATI,SHILLONG,100,,,2014-03-31,A07
GUWAHATI,SILCHAR,320,,,2014-03-31,A07
GWALIOR,DHAULPUR,61,,,2014-03-31,A21
GWALIOR,GUNA,210,,,2014-03-31,
GWALIOR,MEJIA,1128,,,2014-03-31,
GWALIOR,TUTICORIN,2352,,,2014-03-31,
HALDIA,I B VALLEY,589,,"KHARAGPUR,KEONJHAR",2016-05-23,
HALDIA,PATRATU,429,Jharkhand,KLGHT-MDNPR-RNCH,2021-06-24,
HALDIA PORT,NORTH KARANPURA,471,,"KHARAGPUR, GHATSHILA, RANCHI",2014-03-31,
HANUMANGARH,SURATGARH,55,,,2014-03-31,A07
HARDWAR,AHMADABAD,1128,Gujarat,HARIDWAR-AHMEDABAD,2019-07-25,
HARDWAR,AMRAVATI,1300,,,2019-04-16,
HARDWAR,ANJAR,1327,Gujarat,"DELHI,JAIPUR,DEESA",2021-05-25,
HARDWAR,ANPARA,1060,,,2019-01-09,
HARDWAR,BADARPUR,201,Delhi,BADARPUR=DELHI,2018-12-31,
HARDWAR,BALAGHAT,1115,,,2018-12-29,
HARDWAR,BALASORE,1499,Wb,,2019-05-04,H-00
HARDWAR,BANGALORE,2175,Karnatak,M(5),2019-03-08,
HARDWAR,BARAUNI,1179,W Bangal,VIA PATNA,2019-01-12,
HARDWAR,BARH,1077,,,2018-12-31,
HARDWAR,BATALA,450,Punjab,,2019-06-24,
HARDWAR,BAWANA(PARGATI),221,Delhi,SONIPAT,2018-12-31,
HARDWAR,BELLARY,1954,,HWR-HYD-KURNOOL-KODUMURU-BELLA,2018-12-31,A 11
HARDWAR,BHADRADRI,1785,Telangana,JHANSI NAGPUR,2018-12-31,
HARDWAR,BHATINDA,348,Punjab,HWR-Y.NAGAR 107(P106)+241TOBH.,2018-12-31,
HARDWAR,BHILAI,1307,Jharkhand,HWR-JABL-CHIPLI-BHILAI(MODI.20,2018-12-31,A 13
HARDWAR,BHIWADI,365,Rj,INDUSTRAL AREA ALWAR,2020-10-05,
HARDWAR,BHOPAL,892,M P,MEERUT-HAPUR-AGRA-GUNA,2019-03-02,A-04
HARDWAR,BHOPAL,956,Mp,,2019-08-06,
HARDWAR,BHUSAWAL,1218,Mh,,2018-12-31,A-09
HARDWAR,BOKARO,1160,Chatisgarh,MODIFIED,2018-12-31,H-21
HARDWAR,BONGAIGAON,2000,,,2018-12-31,
HARDWAR,CHANDRAPUR,1285,Maharshtra,"VIA MRT,GARH,AGRA,NAGPUR",2018-12-31,A05
HARDWAR,CHANDRAPURA,1376,Jharkhand,,2019-03-06,
HARDWAR,CHENNAI PORT,2363,Tn,"AGRA,JHANSI,NAGP,NEL",2020-12-01,
HARDWAR,CHHABRA,823,Rajasthan,,2018-12-31,
HARDWAR,DADRI,195,Up,HWR-GZB+15KM=180+15=195,2018-12-31,
HARDWAR,DAHANU,1448,,"BOMBAY, KASA",2018-12-29,H6
HARDWAR,DEHRADUN,66,Ua,,2019-06-24,
HARDWAR,DELHI,201,Delhi,,2018-12-31,
HARDWAR,DERANG,1609,Odisha,TALCHER,2018-12-31,
HARDWAR,DHAMPUR,91,Up,NAZIBABAD-NAGINA,2019-03-08,
HARDWAR,DURGAPUR,1290,W.B.,"ASANSOL,DURGAPUR",2018-12-31,
HARDWAR,ENNORE TPS,2346,Tamil Nadu,"AGRA,JHANSI, NGP, HYD,NELLORE",2018-12-31,
HARDWAR,ERNAKULAM,2717,Keral,,2018-12-31,
HARDWAR,FARIDABAD,230,Haryana,DELHI,2018-12-31,H1
HARDWAR,GADARWARA,975,M P,JHANSI,2018-12-31,
HARDWAR,GANDHINAGAR,1103,,,2018-12-31,
HARDWAR,GHAZIABAD,180,Up,,2019-02-25,
HARDWAR,HARDUAGANJ,298,Up,"AGRA, ALIGARH",2018-12-31,
HARDWAR,HYDERABAD,1588,Ap,HWR-NGP=1134 NGP-HYD,2026-01-07,
HARDWAR,HYDERABAD,1756,Telangana,,2026-01-07,
HARDWAR,IB VALLEY,1555,,,2019-01-09,
HARDWAR,JHAJJHAR,270,,SONIPAT,2018-12-31,
HARDWAR,JHALAWAR,807,Rajasthan,DELHI JAIPUR KOTA,2019-03-16,
HARDWAR,KAHALGAON,1397,,VARANSI-BARHI-GODDA-KAHALGAON,2018-12-31,
HARDWAR,KAKARPARA,1348,Gujarat,ANKLESHWAR-KAKARPAD (KAPP) PRJ,2018-12-31,
HARDWAR,KAKATIYA TPS,1648,,,2019-01-03,
HARDWAR,KALPAKKAM,2297,,"HDR,MADRAS,KALPAKKAM",2018-12-31,
HARDWAR,KHAPERKHEDA,1225,Maharashtra,"MEERUT,AGRA, GWALIOR, JHANSI,S",2018-12-31,
HARDWAR,KODERMA,1082,,,2018-12-31,
HARDWAR,KOLAGHAT,1508,,,2019-01-09,
HARDWAR,KOLKATTA,1451,W.Bengal,DISTANCE MODIFIED,2018-12-31,A-06
HARDWAR,KORADI,1223,Maharashtra,MALDA AGRA JHANSI NARSINGHPUR CHINDWARA,2018-12-31,
HARDWAR,KORBA,1324,C.G.,,2019-03-20,
HARDWAR,KOTA,690,,,2019-01-09,
HARDWAR,KOTHAGUDAM,1847,Ap,"AGRA, GWAL, CHHINDW, NAGPU",2018-12-31,
HARDWAR,KRISHNAPATNAM,2196,Ap,AGRA-GWALI-NAGP-NELLORE-SDSTPS,2018-12-31,
HARDWAR,LALITPUR,669,Up,LALITPUR,2018-12-31,H5
HARDWAR,MAITHON,1262,W.B,"VARANSI,AURANGABAD,ASANSOL",2018-12-31,
HARDWAR,MAITREE CHA KOL,1451,W Bengal,SAME AS HWR TO KOLKATTA,2018-12-31,
HARDWAR,MARWA,1257,,KORBA-CHAMPA,2018-12-29,
HARDWAR,MAUDA,1167,,NAGPUR,2018-12-31,
HARDWAR,MEDAK,1521,,NAGPUR-RAMAYAMPET,2019-07-27,A027
HARDWAR,MEERUT,135,Up,,2019-03-14,
HARDWAR,MEJIA,1357,Wb,HW-DURGAPUR-MEJIA=1290+31=1321,2018-12-31,A05
HARDWAR,MUMBAI,1643,Maharshtra,"HARIDWAR,NEW DELHI,G",2020-05-15,
HARDWAR,NABINAGAR,960,,VARANASI- DEHRI ON SONE,2018-12-31,
HARDWAR,NANGAL,299,Pb,ANANDPUR SAHIB,2019-11-27,
HARDWAR,NARORA,204,Up,"MEERUT, HAPUR",2018-12-31,H5
HARDWAR,NASIK,1332,Maharashtr,,2018-12-31,A-09
HARDWAR,NEYVELI,2380,,,2018-12-31,
HARDWAR,NORTH CHENNAI,2362,Tamil Nadu,DELHI AGRA JHANSI SAGAR NAGPUR HYDERABAD NALGONDA ONGOLE NELLORE NORTH CHENNAI,2018-12-31,
HARDWAR,NORTH KARANPURA,1181,Jharkhand,"MBD, LKO VNS,ALLAHABAD,TANDWA",2018-12-31,
HARDWAR,PANIPAT,157,Haryana,"MUZF'NAGAR,KAIRANA",2018-12-31,
HARDWAR,PARAS,1351,Maharashtr,NOIDA-GWALIOR-VIDISHA-AURANG,2018-12-31,
HARDWAR,PARICHHA,594,,JHANSI-KANPUR ROUTE,2018-12-31,A 12
HARDWAR,PARLI,1548,Maharstra,1314AURANGBD-126BID-107PALI,2018-12-31,
HARDWAR,PATANCHERU,1630,Ap,NEAR HYDERABAD,2019-10-12,
HARDWAR,PATLANA,2570,,,2019-01-09,
HARDWAR,PIPAVA,1459,Gujarat,AHEMDABAD-BHAVNAGAR,2018-12-31,
HARDWAR,PUNE,1579,,,2020-01-30,
HARDWAR,RAICHUR,1781,,HW-HYD.+193=1588+193=1781,2018-12-31,A07
HARDWAR,RAIGARH,1392,Jharkhand,HW-JBL-PASAN-KORBA-C,2019-11-13,A13
HARDWAR,RAJPURA,195,Punjab,,2019-05-04,
HARDWAR,RAMAGUNDAM,1541,Ap,,2018-12-31,A-03
HARDWAR,RAPP,760,Rajasthan,RAJASTHAN ANUSHAKI PRJ.(KOTA),2018-12-31,A07
HARDWAR,RAYALSEEMA,2047,Ap,"(KALAMELA ALSO),NEAR CUDDAPAH",2018-12-31,
HARDWAR,RIHAND,1053,Up,MORADAB KANPUR ALLA VARANASI,2018-12-31,
HARDWAR,ROORKEE,32,,,2019-02-25,
HARDWAR,ROURKELA,1408,Bihar,"RANCHI,KOLEBIRA",2018-12-31,
HARDWAR,SAGAR DIGHI,1506,,MURSHIDABAD,2018-12-31,
HARDWAR,SAHARANPUR,80,Up,,2019-02-25,
HARDWAR,SANTALDIH,1269,W.B,-VARANSI-AURANGABAD-BARHI-RAMG,2018-12-31,A21
HARDWAR,SHRI SHINGHAJI,1150,,INDORE-KHANDWA,2018-12-31,
HARDWAR,SIKKA,1460,Gujarat,JAMNAGAR,2018-12-31,
HARDWAR,SIMHADRI,1958,Ap,VISHAKHAPATNAM,2018-12-31,H10
HARDWAR,SINGRAULI,1046,Up,MORAD KANPU ALLAHABD VARANASI,2018-12-31,
HARDWAR,SINGRENI,1724,,KHAMMAM,2018-12-31,
HARDWAR,SIPAT,1308,,,2019-01-09,
HARDWAR,SRIHARIKOTA,2314,Ap,"NOIDA,AGRA,JHANSI",2019-05-14,
HARDWAR,SURATGARH,503,Rajasthan,HISSAR,2018-12-31,H5
HARDWAR,TAPP,1547,,,2018-12-31,
HARDWAR,TEHRI,119,,,2014-03-31,A028
HARDWAR,TENUGHAT,1171,,,2018-12-31,
HARDWAR,TIRUCHI,2501,Tn,2ND NAME TRICHCHIRAP,2019-11-13,A-12
HARDWAR,TROMBAY,1549,Maharshtra,COLONEY OF MUMBAI,2018-12-31,
HARDWAR,TUTICORIN,2906,Tamil Nadu,NOIDA AGRA JHANSI CHINDWARA HYDERABAD B'LURU MADURAI,2018-12-31,
HARDWAR,UDANGUDI,2964,Tamil Nadu,,2025-04-29,
HARDWAR,UKAI,1415,,,2018-12-31,
HARDWAR,UNCHAHAR,713,Up,VIA LUCKNOW-RAIBRIELLY,2018-12-31,
HARDWAR,VADODARA,1196,Gujarat,BRODA,2022-06-18,
HARDWAR,VALLUR,2247,,,2018-12-31,
HARDWAR,VARANASI,785,Up,"NAZIBABAD,ALLAHABAD",2018-12-31,A 06
HARDWAR,VIJAYAWADA,1982,Andhra Pra,NOIDA AGRA GWALIOR JHANSI LALITPUR SAGAR NARSINGP,2018-12-31,
HARDWAR,VINDHYACHAL,1165,Up,LONG ROUTE DISTANCE,2018-12-31,A031
HARDWAR,VINDHYACHAL STP,1055,Madhya Pra,"MBD, LKO, ALD, RENUKOOT, VSTPP",2018-12-31,
HARDWAR,VIZAG,1933,,2ND NAME VISHAKHAPATNAM,2018-12-31,
HARDWAR,WANAKBORI,1138,,,2018-12-31,
HARDWAR,YAMUNANAGAR,117,Haryana,SAHARANPUR,2019-03-02,
HARDWAR,YEDADRI,1906,Telangana,AGRA GWALIOR JHANSI SAGAR CHINDWARA NAGPUR NIZAMABAD SURYAPET VEERALAPALEM YEDADRI PLANT,2018-12-31,
HARDWAR,YELEHANKA CCPP,2299,Karnataka,"AGRA,JHANSI, NGP, HYD,KURNOOL",2018-12-31,
HARIDWAR,ADHUNIK,1363,Jharkhand,JAMSHEDPUR,2018-12-29,
HARIDWAR,AGRA,349,Up,,2019-04-16,A-03
HARIDWAR,AHMADABAD,1128,Gujarat,HARIDWAR-AHMEDABAD,2019-07-25,
HARIDWAR,AHMADNAGAR,1466,Maharstr,HARIDWAR-AHMEDNAGAR,2018-12-29,
HARIDWAR,AHMADPUR,1334,Wb,AHMADPUR,2018-12-29,A-02
HARIDWAR,AJMER,598,Rajasthan,DELHI-AJMER,2018-12-29,A07
HARIDWAR,ALIGARH,261,Up,MRT-HAPUR-,2018-12-29,H-06
HARIDWAR,ALLAHABAD,700,Up,(modified on 11/10/02),2018-12-29,A-04
HARIDWAR,ALWAR,365,Rajasthan,Bhiwadi is Alwar Industrl area,2018-12-29,H-12
HARIDWAR,AMARKANTAK,1049,Mp,Allahabad-Rewa-Amarkantaka,2018-12-29,A020
HARIDWAR,AMBALA,167,Punjab,- -,2018-12-29,
HARIDWAR,AMBHORA,1211,Maharashtra,- -,2018-12-29,H-06
HARIDWAR,AMRAVATI,1300,,,2018-12-31,
HARIDWAR,AMRITSAR,411,Punjab,,2018-12-29,A-06
HARIDWAR,ANAND,1157,Gujarat,,2018-12-29,A-09
HARIDWAR,ANANDPUR SAHIB,276,Punjab,- -,2018-12-29,H-06
HARIDWAR,ANGUL,1662,Orrisa,- -,2018-12-29,H-08
HARIDWAR,ANJAR,1327,Gujarat,DLI-JPR-PALI-DEESA,2021-05-24,
HARIDWAR,ANKLESHWAR,1276,,- -,2018-12-29,H-10
HARIDWAR,ANPARA,1060,,"modified page 208,dist=1109",2018-12-29,
HARIDWAR,ANUSHAKTI,760,Rajasthan,Anushakti=RAPP,2018-12-29,H-10
HARIDWAR,ARIYALUR,2552,,,2018-12-29,
HARIDWAR,ASANSOLE,1240,Wb,,2018-12-29,
HARIDWAR,ASTODIA,1128,,via Ahamdabad,2018-12-29,H-10
HARIDWAR,ATULGUJRAT,1431,Gujarat,Near valsad,2018-12-29,
HARIDWAR,AURAIYA,528,,*Patna,2018-12-29,A-09
HARIDWAR,AURANGABAD,1314,Maharashtra,- -,2018-12-29,H-10
HARIDWAR,AVANTABHANDER,1417,Chatisgarh,RAIGARH,2018-12-29,
HARIDWAR,AYODHYA,618,Up,,2018-12-29,
HARIDWAR,BACHELI,1701,Chhatisgar,- -,2018-12-29,H000
HARIDWAR,BADARPUR,201,Delhi,Badarpur=Delhi,2018-12-29,
HARIDWAR,BAGESHWAR,308,Uttrakhand,PLN46.4 KM HIL 261.6,2021-11-26,
HARIDWAR,BAHADURGARH,230,Haryana,,2018-12-29,A 08
HARIDWAR,BAIRASIUL,608,Hp,PATHANCOT 446+162HIL,2018-12-29,H006
HARIDWAR,BAKRESHWAR,1366,Wb,,2018-12-29,
HARIDWAR,BALAGHAT,1126,,,2026-01-07,
HARIDWAR,BALAGHAT,1184,Mp,JABALPUR - SEONI,2018-12-29,
HARIDWAR,BALASORE,1499,Wb,,2019-04-30,H-00
HARIDWAR,BALIMELA,1744,Orrisa,,2018-12-29,H005
HARIDWAR,BALLABGARH,240,Haryana,,2018-12-29,a 12
HARIDWAR,BANDEL,1519,W.Bangal,,2018-12-29,H005
HARIDWAR,BANGALORE,2175,Karnatak,M(5),2019-03-08,
HARIDWAR,BARAMATI,1588,Maharstra,,2018-12-29,H012
HARIDWAR,BARAUNI,1179,W Bangal,via Patna,2018-12-29,
HARIDWAR,BARBIL,1425,Jharkhand,via Ranchi,2018-12-29,H-10
HARIDWAR,BAREILLY,240,Up,,2018-12-29,
HARIDWAR,BARGI,964,Mp,,2018-12-29,H-01
HARIDWAR,BARH,1077,,,2018-12-29,A-16
HARIDWAR,BARHI,1063,Bihar,,2018-12-29,A21
HARIDWAR,BARIJAMDA,1415,,,2018-12-29,H-00
HARIDWAR,BARKAKANA,1163,W Bengal,,2018-12-29,H-00
HARIDWAR,BATALA,450,Punjab,,2019-07-25,
HARIDWAR,BAWAL,294,,GURGAON,2018-12-29,
HARIDWAR,BAWANA(PARGATI),243,Delhi,M.NAGAR-PANIPAT (LONGER ROUTE),2018-12-29,
HARIDWAR,BAWANA(PARGATI),221,Delhi,SONIPAT,2018-12-29,
HARIDWAR,BAZPUR,226,Up,,2018-12-29,
HARIDWAR,BELA,1179,Maharashta,NAGPUR,2018-12-29,
HARIDWAR,BELGAUM,1868,,,2018-12-29,H-00
HARIDWAR,BELLARY,1954,,Hwr-hyd-kurnool-kodumuru-Bella,2018-12-29,a 11
HARIDWAR,BELPAHAR,1470,Odisha,JHARSUGUDA,2018-12-29,
HARIDWAR,BETUL,1122,Mp,,2018-12-29,H-06
HARIDWAR,BHADRADRI,1785,Telangana,JHANSI NAGPUR,2018-12-29,
HARIDWAR,BHADRAVATI,2160,W Bengal,,2018-12-29,H-06
HARIDWAR,BHAGALPUR,1243,,,2018-12-29,A-16
HARIDWAR,BHANDARA,1142,Maharashtra,,2018-12-29,
HARIDWAR,BHATINDA,348,Punjab,hwr-Y.Nagar 107(p106)+241toBh.,2018-12-29,
HARIDWAR,BHAVNAGAR,1219,Gujarat,HARIDWAR-BHAVNAGAR,2018-12-29,A 12
HARIDWAR,BHILAI,1307,Jharkhand,Hwr-Jabl-Chipli-Bhilai(modi.20,2018-12-29,A 13
HARIDWAR,BHILAI (LONG),1499,,,2018-12-29,A028
HARIDWAR,BHILWARA,720,Rajasthan,,2018-12-29,H-03
HARIDWAR,BHIVPURI,1579,Mp,,2018-12-29,
HARIDWAR,BHIWADI,365,,Industrial area of ALWAR,2018-12-29,
HARIDWAR,BHIWANDI,1490,Maharashtra,,2018-12-29,
HARIDWAR,BHIWANI,279,Haryana,,2018-12-29,H6
HARIDWAR,BHOPAL,892,M P,MEERUT-HAPUR-AGRA-GUNA,2026-01-07,A-04
HARIDWAR,BHOPAL,956,Mp,,2019-08-06,
HARIDWAR,BHRAUCH,1267,Gujarat,,2018-12-29,
HARIDWAR,BHUBANESHWAR,1728,,,2018-12-29,
HARIDWAR,BHUSAWAL,1218,Mh,,2018-12-29,A-09
HARIDWAR,BID (BEED),1441,Maharashtra,,2018-12-29,A-09
HARIDWAR,BIKANER,584,,,2018-12-29,H5
HARIDWAR,BILASPUR,1123,Mp,KORBA,2018-12-29,
HARIDWAR,BILASPUR,265,Haryana,,2018-12-29,
HARIDWAR,BINA,744,Mp,GUNA,2018-12-29,
HARIDWAR,BIRSINGHPUR,1028,,,2018-12-29,
HARIDWAR,BISRAMPUR,1162,Bihar,Modified hw-varansi=785,2018-12-29,H12
HARIDWAR,BOKARO,1160,Chatisgarh,modified,2018-12-29,h-21
HARIDWAR,BOLANI,1461,Bihar,,2018-12-29,H1
HARIDWAR,BOLLARUM,1608,A.P.,"Distt-medak,Hydrabad",2018-12-29,h-21
HARIDWAR,BONGAIGAON,2000,,,2018-12-29,
HARIDWAR,BOYSAR,1451,Maharashtra,,2018-12-29,H1
HARIDWAR,BRBCL NABINAGAR,1048,Bihar,BLY-LKO,2025-03-21,
HARIDWAR,BUDGE-BUDGE,1502,W.Bangal,BUDGEBUDGE IS SAME AS BUJBUJ,2018-12-29,
HARIDWAR,BULANDSHAHR,204,Up,,2018-12-29,
HARIDWAR,BULSAR,1397,Gujarat,,2018-12-29,H6
HARIDWAR,BURHANPUR,1141,Maharstra,,2018-12-29,A-09
HARIDWAR,BUTIBORI,1163,,,2018-12-29,
HARIDWAR,CALICUT,2508,Keral,Kozhikode NEXT NAME,2018-12-29,H3
HARIDWAR,CHAIBASA,1412,,,2018-12-29,H6
HARIDWAR,CHAMBA,84,,,2018-12-29,A028
HARIDWAR,CHANDIGARH,196,,,2018-12-29,
HARIDWAR,CHANDIL,1310,Bihar,,2018-12-29,H5
HARIDWAR,CHANDRAPUR,1285,Maharshtra,"via Mrt,Garh,Agra,Nagpur",2018-12-29,A05
HARIDWAR,CHANDRAPURA,1376,Jharkhand,"HARIDWAR,NOIDA,AGRA,KANPUR,VARANASI,AURANGABAD,CHOUPARAN,CHANDRAPURA",2019-03-06,
HARIDWAR,CHANDWA,1290,Jharkhand,,2018-12-29,
HARIDWAR,CHAVARA,2852,Kerala,,2018-12-29,H3
HARIDWAR,CHENANI,620,J&K,VIA UDAMPUR(554+Hill 66=620),2018-12-29,H3
HARIDWAR,CHENNAI PORT,2363,,"AGRA,JHANSI,NAGP,HYD,NELLORE",2018-12-29,
HARIDWAR,CHHABRA,823,Rajasthan,,2018-12-29,
HARIDWAR,CHHABRA -LONGER,1027,,,2018-12-29,
HARIDWAR,CHHATRAL,1163,Gujarat,,2018-12-29,
HARIDWAR,CHIKLTHANA,1325,Maharashtra,via Aurangabad (m),2018-12-29,
HARIDWAR,CHILLA,21,Ua,Hwr Chilla HEP,2018-12-29,A-04
HARIDWAR,CHINTHALAPUDI,1952,Ap,"HARDAWR,NOIDA,AGRA,JHANSI,SAGAR,KALESHWAROM,BHADRACHALAM,GOPALAPURAM,CHINTHALAPUDI",2018-12-29,
HARIDWAR,CHIPLI,1155,,Hw-Jabl+195=960+195=1155,2018-12-29,A07P
HARIDWAR,CHIPLIMA,1559,Odisha,,2018-12-29,
HARIDWAR,CHIPLUN,1733,Maharastr,Panvel-chiplun,2018-12-29,H4
HARIDWAR,CHIRKUNDA,1255,,,2018-12-29,
HARIDWAR,CHITTAURGARH,786,Rajasthan,DELHI-AJMER,2018-12-29,H5
HARIDWAR,COCHIN,2717,Keral,,2018-12-29,
HARIDWAR,COIMBATORE,2534,,KARMADAI,2018-12-29,H2
HARIDWAR,CUDDAPAH,1986,Ap,,2018-12-29,
HARIDWAR,CUTTACK,1683,Orrisa,,2018-12-29,
HARIDWAR,DADRI,195,Up,Hwr-Gzb+15km=180+15=195,2018-12-29,
HARIDWAR,DAMAN,1458,Daman,NARSERI,2018-12-29,H6
HARIDWAR,DANKAUR,223,Up,"GZB,SHIKANDRABAD",2018-12-29,
HARIDWAR,DB POWER CHAMPA,1341,Chhatisgar,MORAD KANP ALLAH VARANA AMBIKA,2018-12-29,
HARIDWAR,DEEPSHIKHA,1574,,,2018-12-29,
HARIDWAR,DEHRADUN,66,Ua,,2019-07-25,
HARIDWAR,DEHRI-ONSON,969,Bihar,VARANASI,2018-12-29,H1
HARIDWAR,DELHI,201,Delhi,,2018-12-29,
HARIDWAR,DERANG,1609,Odisha,TALCHER,2018-12-29,
HARIDWAR,DEVAS,924,Mp,,2018-12-29,
HARIDWAR,DHAMPUR,91,Up,NAZIBABAD-NAGINA,2019-03-08,
HARIDWAR,DHANI,1037,Mp,*Indore,2018-12-29,H7
HARIDWAR,DHARANGDHARA,1287,Gujarat,P.39 SURENDRANAGAR,2018-12-29,
HARIDWAR,DHARWAD,1989,,PUNE,2018-12-29,
HARIDWAR,DHAULPUR,414,Rajasthan,hwr-Mrt-Aligarh-Agra-Dhaulpur,2018-12-29,
HARIDWAR,DHENKANAL,1636,Odisha,"RANCHI, KENDUJAGARH",2018-12-29,
HARIDWAR,DHULE,1205,Maharashtra,,2018-12-29,
HARIDWAR,DHUVRAN,1157,Gujarat,,2018-12-29,A-09
HARIDWAR,DIBRUGARH,2376,,,2018-12-29,
HARIDWAR,DIBYAPUR,500,,,2018-12-29,
HARIDWAR,DOLVI,1609,Mh,FBD-IDR-DHL-NSK,2026-02-21,
HARIDWAR,DUBRI,1601,Odisha,,2018-12-29,
HARIDWAR,DURGAPUR,1290,W.B.,"Asansol,Durgapur",2018-12-29,
HARIDWAR,EDALABAD,1181,Ap,,2018-12-29,A020
HARIDWAR,EDATFULA,2717,Keral,"Ernakulam,Cochin&Edatfula same",2018-12-29,H6
HARIDWAR,ENNORE TPS,2346,Tamil Nadu,"AGRA,JHANSI, NGP, HYD,NELLORE",2018-12-29,
HARIDWAR,ERNAKULAM,2717,Keral,,2018-12-29,
HARIDWAR,ERODE,2489,,,2018-12-29,A 08
HARIDWAR,ETAWAH,467,Up,,2018-12-29,A-09
HARIDWAR,FARAKKA,1520,,HWR-VARANASHI-BHAGALPUR-FARKKA,2018-12-29,A024
HARIDWAR,FARIDABAD,230,Haryana,DELHI,2018-12-29,H1
HARIDWAR,GADARWARA,975,M P,JHANSI,2018-12-29,
HARIDWAR,GADCHANDUR,1335,Ms,,2018-12-29,
HARIDWAR,GAJRAULA,149,,SKETCH NO. 131,2018-12-29,A024
HARIDWAR,GANDHIDHAM,1293,Gujarat,Gandidham is 14km befor Kandla,2018-12-29,
HARIDWAR,GANDHINAGAR,1103,,,2018-12-29,
HARIDWAR,GANGUWAL,284,Punjab,ANANDPUR SAHIB,2018-12-29,H2
HARIDWAR,GANGUWAL KOTLA,284,,,2018-12-29,
HARIDWAR,GANWI,486,,,2018-12-29,
HARIDWAR,GARHMUKTESHWAR,182,Up,,2018-12-29,
HARIDWAR,GARIWADI,1795,,,2018-12-29,
HARIDWAR,GHAZIABAD,180,Up,,2018-12-29,
HARIDWAR,GIRIBATA,121,Himachal,"DEHRADUN, NAHAN",2018-12-29,H4
HARIDWAR,GIRIDIH,1227,Bihar,"VARANASI, TILAIYA",2018-12-29,H4
HARIDWAR,GOA,2193,,,2018-12-29,
HARIDWAR,GODHRA,1218,Gujarat,,2018-12-29,H5
HARIDWAR,GONDIA,1147,,"JHANSI,SAGAR,NARMPUR",2018-12-29,H1
HARIDWAR,GORAKHPUR,740,Up,,2018-12-29,
HARIDWAR,GORAKHPUR-HRYN,323,Haryana,PANIPAT-JIND,2026-03-19,
HARIDWAR,GOVINDWAL,393,,,2018-12-29,
