origin,destination,distance_km,state,route_description,updated_on,approval_no
THANE,SURATGARH,1438,,,2014-03-31,
THANE,TALCHER,1545,Mahar.,,2014-03-31,A-02
THANE,TARAPUR,122,,,2014-03-31,A-12
THANE,TUTICORIN,1500,,,2014-03-31,A-16
THANE,VINDHYANAGAR,1404,,"KATNI,BOMBAY",2014-03-31,
THANE (BADLAPUR,MEJIA,1976,Wb,Badlapur=Thane,2014-03-31,A 13
THRISSUR,SAGARDIGHI,2465,Kerala,NELLORE-VISHAKAPATNA,2024-07-03,1582
TINDIVANAM,MAMALLAPURAM,85,,TAPP(Kalpakkam)=Mamallapuram,2014-03-31,A029
TIRUCHI,BIRSINGHPUR,1850,,,2014-03-31,
TIRUCHI,COCHIN,344,Kerla,Tiruchi=Tiruchchirappalli,2014-03-31,A-14
TIRUCHI,HARIDWAR,2680,Ua,"BANGALURU,HYDERABAD,",2026-01-07,
TIRUCHI,KOTTAYAM,346,,,2014-03-31,
TIRUCHI,MAMALLAPURAM,280,,Kalpakkam(KAPP)==Mamallapuram,2014-03-31,A029
TIRUCHI,PANIPAT,2437,Punjab,AGRA- DELHI-Panipat,2014-03-31,
TIRUCHI,SALEM,140,,,2014-03-31,A08
TIRUCHI,VINDHYANAGAR,2088,,,2014-03-31,
TIRUCHI,VIRAMALLAI,26,,Tiruchi-> Viramulai,2014-03-31,A023
TIRUCHIRAPALLI,YERAMARUS,798,Ap,VLR-KDP,2025-12-30,
TIRUPATI,VELLORE,111,,,2014-03-31,A07
TRICHY,BHUSAWAL,1446,Maharash.,ARGBD-VJPR-SLPR,2023-06-13,
TRICHY,MARWA,1690,Chhtgh,CHN-NLR-RPR,2023-06-23,
TRICHY,RIHAND,2036,Tamil Nadu,CHENNAI-NELLORE-BILA,2024-09-13,1590
TUTICORIN,UPPUR,168,Tamil Nadu,SANKARAPERI-SURANGUDI-MELAKIDARAM-PHIRUPPALAIKUDI,2018-08-07,
TUTICORIN PORT,UDANGUDI,48,Tn,"VALAVALLAN , VEERAPA",2020-10-19,
UDAIPUR,AHMADABAD,250,,Route No 8,2014-03-31,A024
UDAIPUR,ANAND,321,Raj.,,2014-03-31,A08
UDAIPUR,CHITTAURGARH,98,Raj.,,2014-03-31,A08
UDAIPUR,FARAKKA,1707,,KOTA-JHANSI-VARN-BHAGAL-FARAKK,2014-03-31,A024
UDAIPUR,GANDHINAGAR,251,,Ahmadabad(Gandhinagar),2014-03-31,
UDAIPUR,HIMATNAGAR,153,,,2014-03-31,A08
UDAIPUR,VADODARA,321,,,2014-03-31,
UDANGUDI,VADODARA,2073,Gujarat,DHULE-SLP-BLR,2025-07-15,
UP BORDER-DELHI,BUDGE-BUDGE,1419,,KOLKATA,2014-03-31,
UPPUR,PATRATU,2272,Jh,BWR-ONGOLE,2025-10-15,
UPPUR,VIJAYWADA,949,Tamil Nadu,TRICHY-NELLORE-GUNTU,2024-08-16,1586
URAN BHEL,AKOLA,619,Maharashtr,PUNE AHMADNAGAR AAURANGABAD JALNA,2018-03-13,
VADODARA,BHARUCH,73,,,2014-03-31,A024
VADODARA,KANDLA,478,,,2014-03-31,
VADODARA,NORTH CHENNAI,1692,Tamil Nadu,"PUNE, KURNOOL",2019-11-27,
VADODARA,YADADRI,1202,T.S.,"AURANGABAD ,NANDED",2020-01-15,
VAPI,AMRAVATI,671,,NASHIK JALNA,2014-03-31,
VAPI,ANPARA,1771,,NASIK-NAGPUR-VARANASI,2014-03-31,
VAPI,BELA (MP),841,,NAGPUR,2014-03-31,
VAPI,BINA,939,,DAMAN,2014-03-31,
VAPI,BOKARO,1941,Jharkhand,DAMAN,2014-03-31,
VAPI,BONGAIGAON,2693,,DHULE,2014-03-31,
VAPI,CHANDWA,1900,,NAGPUR,2014-03-31,
VAPI,CHENNAI,1542,Tn,MUMBAI,2014-03-31,
VAPI,CHHABRA,1000,,DAMAN-KOTA-CHHABRA,2014-03-31,
VAPI,DURGAPUR,1760,,VAPI-DAMAN-DURGAPUR,2014-03-31,
VAPI,JHABWA SEONI,943,,VAPI-DAMAN-SEONI,2014-03-31,
VAPI,MALIBRAMANI,1501,,,2014-03-31,
VAPI,MARWA,1247,,BILASPUR- CHAMPA,2014-03-31,
VAPI,MAUDA,1054,,MUMBAI,2014-03-31,
VAPI,MUMBAI,205,,DAMAN,2014-03-31,
VAPI,NABINAGAR,1414,,NASIK,2014-03-31,
VAPI,PADAMPUR,1738,,"DHULE,NAGPUR,RAIPUR",2016-06-20,
VAPI,RAIGARH,1304,,DHULE,2014-03-31,
VAPI,RIHANDNAGAR(DAM,1517,,NAGPUR-REWA,2014-03-31,
VAPI,SATPURA,1026,,NAGPUR- BETUL,2014-03-31,
VAPI,SIKKA,701,,AHMEDABAD-JAMNAGAR,2014-03-31,
VAPI,TIRUVALLUR,1586,,VAPI-MUMBAI-CHENAI-TIRUVALLUR,2014-03-31,
VAPI,TUTICORIN,1744,,MUMBAI,2014-03-31,
VAPI,VISHAKHAPATNUM,1529,Ap,DAMAN-MUMBAI,2014-03-31,
VARANASI,ALLAHABAD,122,Up,,2014-03-31,
VARANASI,AMBALA,926,,,2014-03-31,A21
VARANASI,ANPARA,275,Up,,2014-03-31,
VARANASI,ASANSOLE,455,,,2014-03-31,A-14
VARANASI,AURANGABAD,157,Bihar,,2014-03-31,A-14
VARANASI,BAGODHAR,329,,,2014-03-31,A07
VARANASI,BARHI,278,,,2014-03-31,A21
VARANASI,BHAGALPUR,458,,,2014-03-31,A020
VARANASI,BISRAMPUR,377,,,2014-03-31,A07
VARANASI,BOKARO,373,,,2014-03-31,A-09
VARANASI,CHANDIGARH,971,,,2014-03-31,A21
VARANASI,CHANDRAPURA,405,Jharkhand,BARHI-TOPCHANCHI-,2014-03-31,A029
VARANASI,CHENNAI,1824,,"MIRZAPUR,NGPR,KDR,VIYA",2014-03-31,
VARANASI,CHOPAN,82,,,2014-03-31,A08
VARANASI,DUMRI,350,,,2014-03-31,A07
VARANASI,DURGAPUR,505,Wb,,2014-03-31,A-14
VARANASI,FARAKKA,623,,,2014-03-31,A024
VARANASI,GARWA,199,,,2014-03-31,A07
VARANASI,JAMSHEDPUR,552,,,2014-03-31,A-14
VARANASI,JODHPUR,1155,,"JAIPR,AGRA,FTHPR,ALHBD",2014-03-31,
VARANASI,KAHALGAON,612,,,2014-03-31,
VARANASI,KODERMA,309,,,2014-03-31,A026
VARANASI,KOLKATTA,666,Wb,,2014-03-31,A-14
VARANASI,MIRZAPUR,66,,,2014-03-31,A07
VARANASI,PARICHHA,586,,,2014-03-31,A022
VARANASI,PATNA,246,Bihar,,2014-03-31,
VARANASI,RAIGARH,519,Mp,RBTGJ-AMBK,2026-04-15,
VARANASI,RAIPUR,687,Jharkhand,"GARWA,HALINALA,MALVIGE",2014-03-31,
VARANASI,RAMGARH,365,Bihar,,2014-03-31,A21
VARANASI,RANCHI,408,,,2014-03-31,A-14
VARANASI,REWA,231,,,2014-03-31,A-14
VARANASI,RIHAND DAM,287,,,2014-03-31,A-06
VARANASI,ROBERTGANJ,61,,,2014-03-31,A07
VARANASI,SAHARANPUR,840,,,2014-03-31,A21
VARANASI,SANTALDIH,484,,,2014-03-31,A21
VARANASI,SINGRAULI,195,Mp,CHUNAR,2026-04-27,
VARANASI,TUTICORIN,2271,,Varanasi-Ngp-Hyd-Bangl-Tuticor,2014-03-31,A022
VARANASI,UDAIPUR,1084,,,2014-03-31,A024
VARANASI,UNCHAHAR,241,,,2014-03-31,A027
VARANASI,WAIDHAN,251,,,2014-03-31,A-14
VIJAYAWADA,BADLAPUR,935,,,2014-03-31,
VIJAYAWADA,BAKRESHWAR,1340,,,2014-03-31,A-15
VIJAYAWADA,BIRSINGHPUR,1147,,,2014-03-31,
VIJAYAWADA,KAHALGAON,1567,,,2014-03-31,A026
VIJAYAWADA,KAVELI,196,,,2014-03-31,A-15
VIJAYAWADA,MEDINPUR,1126,Wb,,2014-03-31,
VIJAYAWADA,NEYVELI,633,,VJYDA-CHENNAI-VALUPURAM-NEYELI,2014-03-31,A-14
VIJAYAWADA,ONGAL,138,,,2014-03-31,A026
VIJAYAWADA,RAJAMUNDRY,156,,,2014-03-31,A08
VIJAYAWADA,RENUGUNTA,357,,,2014-03-31,A07
VIJAYAWADA,SIPAT,1341,,,2014-03-31,A022
VIJAYAWADA,TALCHER,855,,,2014-03-31,A-11
VIJAYAWADA,TUTICORIN,1001,,,2014-03-31,
VIJAYAWADA,UKAI DAM,1110,,,2014-03-31,
VIJAYAWADA,VISAKHAPATNAM,355,,,2014-03-31,A-15
VIJAYAWADA,YAMUNANAGAR,1859,,ROORKEE,2014-03-31,
VINDHYACHAL,KORBA,272,Mp,BIHARPUR-KATGHORA,2024-07-12,1583
VINDHYANAGAR,WANAKBORI,1491,Gujarat,,2014-03-31,
VISHAKHAPATNUM,BAKRESHWAR,985,,,2014-03-31,A-15
VISHAKHAPATNUM,JAYPUR (U.KOLAB,207,,Jaypur=UpperKolab,2014-03-31,A07
VISHAKHAPATNUM,KODERMA,1036,,,2014-03-31,
VISHAKHAPATNUM,MAITHON,1007,,DHANBAD,2014-03-31,
VIZAG(VISPATNM),SHREE SINGAJI,1277,,KHANDWA,2014-03-31,
VIZAG-VISHAKPTN,KHANDWA-SR SING,1232,Mp,JABALPUR-NAGPUR-BETUL-HOSHNGAB,2014-03-31,
VIZAG-VISHKPTNM,SHREE SINGAJI,1277,,KHANDWA,2014-03-31,
WADI,BELLARY,311,,,2014-03-31,A026
WADI,BIRSINGHPUR,1142,,Wadi-Hyd-Ngp_Jblpr-Katni-BSpur,2014-03-31,A026
WADI,GULBARGA,52,,,2014-03-31,A026
WADI,KAHALGAON,1887,,"HYDERABAD, UNCHAHAR",2014-03-31,A026
WADI,NAGPUR,681,,,2014-03-31,A026
WADI,PARICHHA,1271,,HYD-NGP-JHANSI-,2014-03-31,A026
WADI,PARLI,368,,GULBARGA-NANDED-,2014-03-31,A026
WADI,RAICHUR,162,,,2014-03-31,A026
WADI,RAYALSEEMA,683,,,2014-03-31,
WADI,SIPAT,1297,,HYDERABAD,2014-03-31,A026
WADI,UNCHAHAR,1488,,HYD-NGP-SAGAR-RAEBAREILY-,2014-03-31,A026
WADI,VINDHYANAGAR,1383,,HYD-NAGPUR-,2014-03-31,A026
WADI,YADGER,35,,,2014-03-31,A026
WAIDHAN,VINDHYANAGAR,6,,,2014-03-31,
WAPI,AMARKANTAK,1275,,DAMAN,2014-03-31,
WAPI,BELA,857,,DAMAN,2014-03-31,
WAPI,BELLARY,1334,,WAPI-NASIK-DHULE-HYD-BELLARI,2014-03-31,A024
WAPI,BHATINDA,1482,,DAMAN-WAPI-DELHI-BHATINDA,2014-03-31,A024
WAPI,BHILAI,1103,,,2014-03-31,
WAPI,BHRAUCH,180,,,2014-03-31,A08
WAPI,BILASPUR,1185,,WAPI-NASIHK-DHULE-NGP-BILASHPU,2014-03-31,A024
WAPI,BIRSINGHPUR,1246,,,2014-03-31,
WAPI,BUDGE-BUDGE,1892,,NAGPUR-KOLKATA,2014-03-31,
WAPI,CHAMPA-DB POWER,1239,,BILASPUR,2014-03-31,
WAPI,CHANDERPUR,839,,"PARDI,NSK,MUTIPR,KRNJI",2014-03-31,
WAPI,CHANDRAPURA,1886,,,2014-03-31,
WAPI,CHHABRA,999,,KOTA,2014-03-31,
WAPI,DADRI,1240,,DAMAN,2014-03-31,
WAPI,DEHRANG,1532,,NASIK- NAGPUR-TALCHER,2014-03-31,
WAPI,DHOLPUR,1125,,,2014-03-31,
WAPI,DHULE,278,,,2014-03-31,A024
WAPI,FARAKKA,2011,,DAMAN,2014-03-31,
WAPI,GOVINDWAL,1706,,DAMMAN - DELHI,2014-03-31,
WAPI,HARDUAGANJ,1276,,,2014-03-31,
WAPI,HYDERABAD,968,,,2014-03-31,A024
WAPI,JHAJJAR,1383,,DAMAN,2014-03-31,
WAPI,KAHALGAON,2002,,,2014-03-31,A025
WAPI,KAKATIYA,1168,,,2014-03-31,
WAPI,KHAPERKHEDA,837,,DAMAN,2014-03-31,
WAPI,KORBA,1279,,Daman,2014-03-31,
WAPI,KOTA,838,,DAMAN,2014-03-31,
WAPI,MALWA,695,,DAMMAN- KHANDWA,2014-03-31,
WAPI,MEJIA,1949,,,2014-03-31,
WAPI,NASIK,134,,,2014-03-31,A024
WAPI,NEYVELI,1664,,DAMAN,2014-03-31,
WAPI,PANIPAT,1343,,,2014-03-31,
WAPI,PARAS,538,,DHULE-BALAPUR-,2014-03-31,A026
WAPI,PARICHHA,1017,,,2014-03-31,
WAPI,PARLI,529,,NASIK-BEED-,2014-03-31,A026
WAPI,RAICHUR,862,,,2014-03-31,
WAPI,RAIGARH,1391,,,2014-03-31,
WAPI,RAYALSEEMA,1249,,,2014-03-31,
WAPI,SANTALDIH,1984,,VARANSI,2014-03-31,A026
WAPI,SHREESHINGA JI,580,,DHULE-BHUSAWAL-EDLABAD-KHANDWA,2014-03-31,
WAPI,SIMHADRI,1650,,,2014-03-31,A025
WAPI,SIPAT,1210,,BILASPUR,2014-03-31,A026
WAPI,TARAPUR,103,,,2014-03-31,
WAPI,UNCHAHAR,1271,,,2014-03-31,
WAPI,VALLUR,1542,,MUMBAI,2014-03-31,
WAPI,VIJAYAWADA,1594,,DAMAN-WAPI,2014-03-31,
WAPI,VINDHYANAGAR,1411,,,2014-03-31,
WARANGAL,KAKATIYA TPS,60,,,2014-03-31,A030
WARANGAL,VIJAYAWADA,257,,KHUMMAM,2014-03-31,
WED VIZAG,KOLKATA,872,Wb,BALASORE,2025-02-15,
YADADRI,TALCHER,989,Odisha,KTHGDM-BLGR,2025-12-01,
YADADRI,VARANASI,1401,Up,NGPR-REWA-MRZPR,2023-09-27,
YADGIR,RAICHUR,127,,sketch 77,2014-03-31,A026
YAMUNANAGAR,BIRSINGHPUR,1048,,"M.NAGAR,SAHARANLPUR",2014-03-31,
YAMUNANAGAR,CHANDERPUR,1307,,MUZAFFARNAGAR,2014-03-31,
YAMUNANAGAR,DADRI,233,,"PIPLI,GZB.",2014-03-31,
YAMUNANAGAR,IB VELLAY,1605,,ROORKE,2014-03-31,
YAMUNANAGAR,KALAMALA,2069,,Kalamala=Rayalseema,2014-03-31,
YAMUNANAGAR,KARNAL,65,,,2014-03-31,
YAMUNANAGAR,KAYAMKULAM,2848,,"SHARANPUR,M.NAGAR,AGRA",2014-03-31,
YAMUNANAGAR,KHAPERKHEDA,1163,,"PANIPAT,DELHI,NAGPUR",2014-03-31,
YAMUNANAGAR,KOTHAGUDAM,1738,,,2014-03-31,
YAMUNANAGAR,NEYVELI,2413,,"DELHI,AGRA",2014-03-31,
YAMUNANAGAR,RAICHUR,1804,,"MEERUT,AGRA,HYD,JADHRA",2014-03-31,
YAMUNANAGAR,RAMAGUNDAM,1574,,Bhl-Jablpr-Riwa-Magwn-Rihand-,2014-03-31,A 11
YAMUNANAGAR,RIHAND DAM,1144,,Yamuna Nagar-Hwr-Rihand Dam,2014-03-31,a 11
YAMUNANAGAR,SIMHADRI,1978,,,2014-03-31,
YAMUNANAGAR,SURATGARH,450,,,2014-03-31,
YAMUNANAGAR,TALCHER,1542,Maharashtr,,2014-03-31,A-03
YAMUNANAGAR,UNCHAHAR,711,,,2014-03-31,
YAMUNANAGAR,VINDHYANAGAR,1057,,"MUZAFFARNGR,SAHARANPUR",2014-03-31,
YEDADRI,BHADRADRI,257,Telangana,KHAMMAM-KOTHAGUDEM,2021-08-11,
YEDADRI,HARIDWAR,1906,Uttrakhand,GWALIOR - NGP,2021-11-15,
YEDADRI,ROURKELA,1064,W B,KDGM-JGDLPR-SMBHPR,2021-06-24,
YEDADRI,TUTICORIN,1098,Tamil Nadu,NLR-CHN-PDCHY-TRY,2021-08-11,
YEDADRI,VARANASI,1367,Up,KRMNR-NGPR-JBLPR,2023-08-31,
YERAMARUS,BARH,1615,Bihar,HYDRABD-NAGPUR-VARANASI--PATNA,2014-03-31,
